X1,Y1,X2,Y2,Confidence,Class
221,33,387,120,0.49,Dummy
220,35,387,62,0.44,Dummy
220,33,386,114,0.5,Dummy
219,34,387,62,0.45,Dummy
439,436,666,516,0.32,Dummy
221,34,387,117,0.46,Dummy
220,35,387,61,0.43,Dummy
438,436,667,517,0.29,Dummy
220,33,387,116,0.49,Dummy
219,34,387,62,0.44,Dummy
439,436,666,516,0.29,Dummy
221,33,386,116,0.53,Dummy
219,34,387,62,0.47,Dummy
439,436,666,517,0.32,Dummy
220,33,387,118,0.49,Dummy
219,34,387,62,0.42,Dummy
440,436,667,517,0.37,Dummy
221,33,387,111,0.5,Dummy
220,35,387,62,0.48,Dummy
439,436,667,517,0.3,Dummy
221,33,387,120,0.5,Dummy
220,35,387,62,0.45,Dummy
439,436,667,517,0.27,Dummy
221,33,387,118,0.53,Dummy
220,35,387,62,0.47,Dummy
437,436,666,517,0.33,Dummy
221,33,387,118,0.5,Dummy
220,34,387,62,0.45,Dummy
221,33,386,113,0.53,Dummy
220,35,387,62,0.49,Dummy
438,437,666,517,0.28,Dummy
221,33,387,110,0.55,Dummy
220,35,387,61,0.52,Dummy
220,33,387,111,0.55,Dummy
219,35,388,62,0.51,Dummy
222,35,398,64,0.51,Dummy
223,34,396,80,0.48,Dummy
302,33,515,107,0.27,Dummy
423,30,624,93,0.32,Dummy
0,641,178,692,0.3,Dummy
289,42,475,103,0.43,Dummy
17,80,117,155,0.33,Dummy
656,101,703,124,0.32,AnotherCar
638,19,703,49,0.26,Dummy
393,40,568,112,0.63,Dummy
90,50,133,69,0.39,Dummy
393,40,566,88,0.34,Dummy
131,89,207,118,0.33,Dummy
0,52,30,175,0.29,Dummy
411,39,575,106,0.33,Dummy
409,39,576,106,0.31,Dummy
544,462,632,541,0.27,Dummy
410,40,576,105,0.38,Dummy
412,40,577,108,0.4,Dummy
413,40,576,106,0.4,Dummy
411,41,579,108,0.49,Dummy
416,39,584,100,0.54,Dummy
300,66,382,106,0.4,AnotherCar
9,120,166,180,0.83,Dummy
199,55,259,72,0.82,Dummy
491,31,704,114,0.54,Dummy
503,32,703,92,0.47,Dummy
245,91,322,117,0.27,Dummy
162,122,273,179,0.78,Dummy
164,123,268,160,0.73,Dummy
359,91,435,116,0.66,Dummy
315,56,368,72,0.62,Dummy
214,76,266,105,0.39,Dummy
619,35,703,62,0.32,Dummy
5,186,206,277,0.75,Dummy
259,124,373,178,0.75,Dummy
265,124,373,164,0.74,Dummy
415,54,471,71,0.48,Dummy
458,88,534,116,0.31,Dummy
369,125,470,163,0.77,Dummy
559,79,683,156,0.72,Dummy
117,190,302,279,0.6,Dummy
0,119,193,193,0.37,Dummy
668,72,704,111,0.61,Dummy
628,38,673,56,0.6,Dummy
666,72,703,149,0.55,Dummy
472,119,564,176,0.54,Dummy
300,81,330,104,0.43,AnotherCar
299,69,331,104,0.42,AnotherCar
224,190,393,277,0.41,Dummy
671,70,703,103,0.32,Dummy
676,76,703,103,0.27,Dummy
315,67,335,105,0.28,AnotherCar
29,177,273,268,0.27,Dummy
315,63,335,130,0.32,AnotherCar
38,177,265,267,0.28,Dummy
314,63,335,117,0.58,AnotherCar
37,173,270,267,0.35,Dummy
315,63,335,122,0.53,AnotherCar
40,178,270,267,0.3,Dummy
315,64,335,114,0.56,AnotherCar
39,179,270,266,0.26,Dummy
315,63,336,124,0.48,AnotherCar
39,177,267,267,0.37,Dummy
315,62,335,117,0.54,AnotherCar
39,176,268,267,0.32,Dummy
315,64,335,109,0.43,AnotherCar
36,178,266,266,0.28,Dummy
315,63,336,122,0.35,AnotherCar
44,178,268,266,0.33,Dummy
43,177,266,266,0.39,Dummy
315,64,336,125,0.35,AnotherCar
315,64,336,112,0.46,AnotherCar
41,179,266,266,0.36,Dummy
315,63,336,98,0.26,AnotherCar
36,176,268,266,0.35,Dummy
315,63,336,129,0.32,AnotherCar
39,177,273,266,0.28,Dummy
315,63,335,110,0.27,AnotherCar
315,62,336,118,0.32,AnotherCar
38,177,266,266,0.29,Dummy
315,63,336,115,0.37,AnotherCar
42,179,267,266,0.33,Dummy
315,62,336,98,0.27,AnotherCar
316,63,336,118,0.4,AnotherCar
42,174,268,266,0.35,Dummy
316,64,336,110,0.61,AnotherCar
47,175,265,266,0.31,Dummy
315,64,337,120,0.56,AnotherCar
37,168,268,268,0.28,Dummy
316,64,336,111,0.41,AnotherCar
43,177,265,266,0.32,Dummy
315,63,336,116,0.39,AnotherCar
44,176,268,266,0.27,Dummy
48,176,266,266,0.39,Dummy
315,64,336,124,0.3,AnotherCar
315,64,336,121,0.42,AnotherCar
46,178,265,266,0.3,Dummy
315,64,336,112,0.56,AnotherCar
49,177,267,267,0.32,Dummy
315,64,336,113,0.53,AnotherCar
42,179,265,266,0.29,Dummy
308,67,333,104,0.65,AnotherCar
225,191,391,281,0.54,Dummy
475,121,564,178,0.34,Dummy
564,77,696,154,0.82,Dummy
369,123,479,176,0.72,Dummy
371,123,480,161,0.65,Dummy
526,42,593,67,0.63,Dummy
566,77,660,119,0.58,Dummy
37,190,305,279,0.48,Dummy
0,119,206,195,0.42,Dummy
0,183,200,278,0.74,Dummy
258,124,364,177,0.64,Dummy
457,88,533,116,0.62,Dummy
456,87,537,125,0.61,Dummy
411,54,470,72,0.6,Dummy
567,45,702,101,0.5,Dummy
261,124,364,161,0.42,Dummy
155,123,265,162,0.84,Dummy
152,122,265,178,0.82,Dummy
355,90,437,118,0.78,Dummy
315,54,371,74,0.7,Dummy
0,193,100,279,0.63,Dummy
615,35,703,60,0.56,Dummy
618,34,703,69,0.33,Dummy
44,122,161,154,0.75,Dummy
252,91,333,116,0.75,Dummy
44,121,161,176,0.71,Dummy
213,52,268,71,0.53,Dummy
112,74,163,102,0.42,Dummy
651,235,703,276,0.3,Dummy
157,91,231,116,0.69,Dummy
385,38,601,103,0.46,Dummy
0,110,55,176,0.41,Dummy
652,277,703,301,0.35,Dummy
118,51,163,70,0.34,Dummy
413,37,598,86,0.32,Dummy
546,462,628,542,0.42,Dummy
292,65,372,106,0.35,AnotherCar
406,39,569,100,0.31,Dummy
402,40,567,93,0.59,Dummy
297,36,490,101,0.48,Dummy
645,16,703,48,0.32,Dummy
119,44,377,119,0.43,Dummy
534,102,703,225,0.4,Dummy
527,20,704,92,0.31,Dummy
423,27,624,82,0.45,Dummy
0,38,280,121,0.42,Dummy
1,33,166,60,0.42,Dummy
0,31,164,73,0.35,Dummy
317,32,516,75,0.34,Dummy
220,34,418,66,0.43,Dummy
0,35,51,61,0.3,Dummy
445,426,673,518,0.29,Dummy
213,33,384,76,0.43,Dummy
433,435,663,517,0.31,Dummy
212,35,385,64,0.27,Dummy
205,34,386,64,0.32,Dummy
550,34,692,71,0.27,Dummy
333,425,545,511,0.28,Dummy
226,420,440,513,0.34,Dummy
590,98,700,159,0.71,Dummy
590,98,703,182,0.34,Dummy
0,21,73,54,0.29,Dummy
142,121,308,177,0.26,Dummy
481,106,608,190,0.57,Dummy
16,387,237,451,0.41,Dummy
13,432,239,520,0.31,Dummy
0,426,145,518,0.54,Dummy
384,107,523,186,0.48,Dummy
497,121,704,208,0.4,Dummy
332,0,389,13,0.32,AnotherCar
0,435,139,518,0.46,Dummy
368,107,476,190,0.46,Dummy
0,151,29,260,0.36,AnotherCar
517,122,701,212,0.27,Dummy
0,435,141,518,0.53,Dummy
369,107,476,191,0.43,Dummy
0,151,30,259,0.38,AnotherCar
525,121,697,212,0.34,Dummy
0,430,140,518,0.53,Dummy
368,107,475,191,0.43,Dummy
0,151,29,260,0.33,AnotherCar
524,121,700,212,0.29,Dummy
0,431,140,518,0.52,Dummy
368,107,476,191,0.43,Dummy
0,151,30,259,0.38,AnotherCar
524,121,699,212,0.32,Dummy
0,433,140,518,0.49,Dummy
368,108,476,191,0.44,Dummy
0,150,29,258,0.39,AnotherCar
523,122,702,212,0.3,Dummy
0,437,140,519,0.45,Dummy
368,107,476,191,0.45,Dummy
0,150,30,259,0.41,AnotherCar
523,121,702,212,0.31,Dummy
0,435,140,518,0.48,Dummy
368,107,475,190,0.48,Dummy
0,151,29,260,0.36,AnotherCar
522,121,700,211,0.33,Dummy
368,107,475,191,0.47,Dummy
0,435,140,518,0.44,Dummy
0,151,30,260,0.34,AnotherCar
516,121,698,212,0.34,Dummy
368,107,475,191,0.49,Dummy
0,438,138,518,0.43,Dummy
0,151,30,259,0.36,AnotherCar
523,121,700,212,0.36,Dummy
368,107,477,191,0.5,Dummy
0,434,140,518,0.47,Dummy
0,151,30,260,0.36,AnotherCar
523,121,702,212,0.33,Dummy
0,398,136,519,0.5,Dummy
365,108,472,186,0.46,Dummy
468,120,698,211,0.41,Dummy
0,148,22,176,0.35,AnotherCar
0,432,130,519,0.32,Dummy
0,140,24,176,0.31,AnotherCar
390,122,654,211,0.26,Dummy
556,71,704,162,0.33,Dummy
303,123,505,211,0.3,Dummy
460,94,704,181,0.61,Dummy
215,123,444,212,0.32,Dummy
472,65,704,177,0.29,Dummy
521,4,611,53,0.26,Dummy
80,121,347,211,0.27,Dummy
0,110,248,211,0.49,Dummy
428,11,478,43,0.27,Dummy
0,124,19,178,0.27,AnotherCar
225,7,278,43,0.26,Dummy
278,9,298,30,0.64,Car
76,16,95,40,0.36,Car
212,15,255,45,0.31,Dummy
278,9,298,30,0.7,Car
212,16,256,45,0.41,Dummy
285,13,301,38,0.8,Car
219,25,264,52,0.39,Dummy
0,135,16,204,0.26,AnotherCar
284,11,302,32,0.76,Car
216,15,264,48,0.26,Dummy
279,6,300,29,0.68,Car
214,13,259,43,0.37,Dummy
277,1,297,29,0.44,Car
0,103,283,194,0.47,Dummy
438,21,704,142,0.31,Dummy
300,54,615,156,0.27,Dummy
0,86,112,185,0.46,Dummy
511,45,704,152,0.7,Dummy
547,51,704,154,0.28,Dummy
140,97,251,189,0.29,Dummy
140,97,251,189,0.26,Dummy
140,97,251,190,0.26,Dummy
96,91,323,186,0.26,Dummy
553,104,704,192,0.54,Dummy
53,35,210,80,0.29,Dummy
409,89,669,181,0.51,Dummy
2,436,223,526,0.49,Dummy
0,100,85,241,0.65,Dummy
100,401,327,528,0.51,Dummy
111,439,327,525,0.5,Dummy
1,17,106,55,0.28,Dummy
2,101,145,232,0.57,Dummy
151,441,388,523,0.5,Dummy
1,101,139,236,0.6,Dummy
151,439,383,523,0.38,Dummy
173,162,210,254,0.33,AnotherCar
1,101,139,241,0.61,Dummy
149,440,382,523,0.37,Dummy
173,162,211,251,0.37,AnotherCar
1,101,139,240,0.53,Dummy
149,440,381,522,0.37,Dummy
173,163,212,253,0.34,AnotherCar
1,101,139,238,0.56,Dummy
149,439,381,523,0.4,Dummy
173,162,211,255,0.35,AnotherCar
1,100,139,245,0.51,Dummy
150,439,380,522,0.47,Dummy
173,162,211,251,0.38,AnotherCar
162,435,392,521,0.52,Dummy
152,401,392,522,0.51,Dummy
463,164,517,238,0.37,AnotherCar
1,99,145,252,0.3,Dummy
69,29,288,66,0.44,Dummy
265,410,480,522,0.34,Dummy
421,38,582,86,0.33,Dummy
365,417,591,526,0.58,Dummy
192,34,394,65,0.49,Dummy
290,33,492,77,0.49,Dummy
465,392,698,528,0.48,Dummy
474,434,698,524,0.47,Dummy
395,29,598,83,0.42,Dummy
234,285,291,301,0.29,Dummy
210,259,293,281,0.36,Dummy
500,21,699,74,0.26,Dummy
530,20,704,76,0.29,Dummy
530,21,704,86,0.36,Dummy
543,101,690,212,0.3,Dummy
529,21,704,80,0.35,Dummy
356,284,403,301,0.52,Dummy
194,47,356,96,0.38,Dummy
543,101,700,225,0.31,Dummy
616,17,703,54,0.37,Dummy
84,54,137,71,0.62,Dummy
389,40,570,105,0.47,Dummy
570,135,704,241,0.47,Dummy
122,92,210,121,0.35,Dummy
492,105,688,190,0.33,Dummy
228,95,307,121,0.79,Dummy
16,123,134,178,0.65,Dummy
24,124,130,156,0.62,Dummy
490,34,692,89,0.45,Dummy
663,281,703,302,0.39,Dummy
189,57,244,77,0.32,Dummy
128,124,243,173,0.86,Dummy
331,95,407,120,0.85,Dummy
292,58,348,80,0.37,Dummy
599,35,703,67,0.37,Dummy
232,130,333,169,0.72,Dummy
433,92,508,121,0.55,Dummy
398,56,444,75,0.4,Dummy
607,52,688,97,0.33,AnotherCar
607,51,691,96,0.54,Car
607,49,691,95,0.44,Car
607,51,690,96,0.36,AnotherCar
606,51,690,96,0.51,Car
606,52,689,97,0.38,AnotherCar
606,51,690,96,0.35,Car
606,51,690,96,0.52,Car
607,52,689,97,0.3,AnotherCar
285,129,392,166,0.63,Dummy
451,50,505,75,0.53,Dummy
488,87,603,127,0.27,Dummy
284,127,404,179,0.26,Dummy
609,78,701,109,0.82,Dummy
406,124,522,176,0.77,Dummy
568,43,629,68,0.72,Dummy
610,77,702,126,0.47,Dummy
0,125,214,199,0.28,Dummy
515,120,640,172,0.77,Dummy
609,112,704,166,0.51,Dummy
0,116,153,268,0.27,Dummy
0,123,134,262,0.4,Dummy
301,138,540,274,0.29,Dummy
0,124,142,261,0.35,Dummy
314,140,540,273,0.35,Dummy
0,72,272,151,0.39,Dummy
561,119,698,171,0.6,Dummy
1,131,298,266,0.45,Dummy
453,125,563,166,0.75,Dummy
664,75,704,107,0.74,Dummy
625,42,685,66,0.58,Dummy
0,127,272,203,0.29,Dummy
6,166,228,273,0.28,Dummy
667,85,703,108,0.27,Dummy
351,130,457,165,0.85,Dummy
353,128,458,178,0.61,Dummy
553,88,634,114,0.46,Dummy
515,53,579,73,0.32,Dummy
261,132,356,174,0.8,Dummy
458,92,530,120,0.67,Dummy
68,66,96,114,0.57,AnotherCar
67,66,97,113,0.43,AnotherCar
68,65,97,119,0.44,AnotherCar
0,193,85,281,0.34,Dummy
0,192,89,284,0.6,Dummy
64,63,95,105,0.58,AnotherCar
67,68,90,105,0.3,AnotherCar
143,129,249,175,0.86,Dummy
339,94,423,123,0.78,Dummy
609,35,703,71,0.62,Dummy
339,93,467,124,0.53,Dummy
624,198,704,272,0.33,Dummy
336,92,504,159,0.29,Dummy
339,92,494,138,0.26,Dummy
230,96,306,121,0.74,Dummy
22,123,136,178,0.63,Dummy
26,124,130,156,0.62,Dummy
492,35,694,92,0.52,Dummy
92,56,148,71,0.49,Dummy
582,135,704,243,0.49,Dummy
391,37,582,106,0.42,Dummy
128,93,209,119,0.37,Dummy
634,20,703,54,0.32,Dummy
356,285,405,301,0.43,Dummy
234,263,315,282,0.39,Dummy
534,21,704,91,0.28,Dummy
522,23,704,102,0.5,Dummy
524,21,704,95,0.5,Dummy
540,103,682,233,0.33,Dummy
524,21,704,95,0.5,Dummy
541,103,681,224,0.37,Dummy
525,23,704,94,0.55,Dummy
555,104,681,223,0.28,Dummy
524,23,704,93,0.52,Dummy
543,103,681,222,0.39,Dummy
524,23,704,93,0.56,Dummy
553,103,682,220,0.38,Dummy
523,23,704,69,0.26,Dummy
525,23,704,93,0.53,Dummy
552,103,683,219,0.39,Dummy
525,23,704,94,0.57,Dummy
553,104,681,217,0.48,Dummy
524,23,704,67,0.26,Dummy
525,23,704,92,0.54,Dummy
558,104,681,217,0.4,Dummy
525,23,704,93,0.59,Dummy
554,103,682,217,0.45,Dummy
525,23,704,94,0.58,Dummy
559,104,682,218,0.41,Dummy
523,22,704,94,0.54,Dummy
539,103,682,226,0.36,Dummy
524,21,704,81,0.46,Dummy
524,20,704,76,0.43,Dummy
525,22,704,77,0.51,Dummy
523,22,704,95,0.52,Dummy
535,103,681,225,0.47,Dummy
525,23,704,92,0.56,Dummy
571,105,680,221,0.4,Dummy
524,23,704,69,0.27,Dummy
548,104,678,214,0.57,Dummy
525,24,703,94,0.55,Dummy
523,25,703,98,0.59,Dummy
558,105,675,213,0.56,Dummy
590,107,673,214,0.34,Dummy
524,23,701,126,0.3,Dummy
523,26,702,97,0.58,Dummy
572,106,675,213,0.33,Dummy
523,28,697,97,0.64,Dummy
670,432,704,528,0.36,Dummy
547,105,674,225,0.32,Dummy
525,23,704,93,0.62,Dummy
565,104,680,221,0.39,Dummy
523,24,704,68,0.26,Dummy
524,24,704,94,0.6,Dummy
559,104,680,220,0.35,Dummy
525,23,704,92,0.6,Dummy
558,104,680,219,0.41,Dummy
0,633,79,672,0.28,Dummy
216,467,309,544,0.27,Dummy
523,24,704,69,0.26,Dummy
524,23,704,93,0.59,Dummy
554,103,682,219,0.35,Dummy
0,633,79,673,0.3,Dummy
216,467,309,543,0.28,Dummy
524,23,704,91,0.6,Dummy
0,632,80,672,0.4,Dummy
560,104,678,220,0.34,Dummy
522,24,704,68,0.29,Dummy
524,23,704,92,0.57,Dummy
565,104,680,215,0.32,Dummy
216,467,309,542,0.29,Dummy
0,633,80,672,0.27,Dummy
524,23,704,92,0.58,Dummy
559,104,681,218,0.35,Dummy
0,633,76,673,0.26,Dummy
524,23,704,94,0.59,Dummy
0,633,79,673,0.36,Dummy
558,104,681,216,0.34,Dummy
524,23,704,94,0.61,Dummy
558,104,681,219,0.34,Dummy
0,633,80,673,0.29,Dummy
524,23,704,93,0.58,Dummy
557,104,681,221,0.37,Dummy
0,632,81,672,0.28,Dummy
523,24,704,70,0.26,Dummy
524,24,704,92,0.62,Dummy
0,633,79,672,0.37,Dummy
570,105,679,219,0.27,Dummy
525,23,704,93,0.59,Dummy
0,633,80,673,0.39,Dummy
556,104,681,218,0.31,Dummy
524,23,704,92,0.59,Dummy
557,104,680,219,0.36,Dummy
524,23,704,92,0.61,Dummy
556,104,681,218,0.32,Dummy
523,24,704,68,0.28,Dummy
0,633,78,673,0.27,Dummy
524,24,704,91,0.6,Dummy
558,104,680,221,0.34,Dummy
220,469,307,541,0.26,Dummy
523,24,704,68,0.26,Dummy
524,23,704,93,0.59,Dummy
565,105,679,215,0.37,Dummy
525,23,704,92,0.58,Dummy
556,104,680,219,0.29,Dummy
0,633,79,672,0.26,Dummy
524,23,704,94,0.61,Dummy
558,104,680,216,0.38,Dummy
0,632,79,672,0.3,Dummy
524,24,704,92,0.64,Dummy
554,103,681,217,0.41,Dummy
523,24,704,68,0.35,Dummy
524,23,704,94,0.59,Dummy
556,104,681,215,0.38,Dummy
0,632,78,673,0.36,Dummy
524,23,704,92,0.61,Dummy
566,105,680,225,0.34,Dummy
523,24,704,68,0.28,Dummy
524,23,704,94,0.59,Dummy
544,103,679,228,0.33,Dummy
524,23,704,92,0.62,Dummy
553,104,681,224,0.35,Dummy
0,633,79,672,0.3,Dummy
524,23,704,92,0.6,Dummy
558,104,681,219,0.35,Dummy
0,633,79,673,0.29,Dummy
524,23,704,93,0.59,Dummy
548,104,679,217,0.35,Dummy
0,632,80,673,0.34,Dummy
523,24,704,68,0.26,Dummy
524,23,704,92,0.61,Dummy
563,104,680,220,0.31,Dummy
523,24,704,68,0.26,Dummy
524,24,704,93,0.59,Dummy
556,104,682,216,0.34,Dummy
524,24,704,92,0.57,Dummy
565,104,680,217,0.41,Dummy
523,23,704,94,0.6,Dummy
0,632,79,673,0.54,Dummy
219,469,308,544,0.31,Dummy
545,104,679,220,0.3,Dummy
524,23,704,92,0.57,Dummy
0,633,80,673,0.38,Dummy
545,103,679,223,0.28,Dummy
524,23,704,92,0.61,Dummy
550,104,679,222,0.33,Dummy
523,24,704,68,0.26,Dummy
524,23,704,92,0.6,Dummy
0,633,78,673,0.31,Dummy
545,104,680,222,0.3,Dummy
523,24,704,68,0.27,Dummy
524,24,704,90,0.59,Dummy
0,633,77,673,0.35,Dummy
565,104,681,221,0.31,Dummy
523,24,704,67,0.29,Dummy
525,23,704,93,0.59,Dummy
543,104,680,219,0.32,Dummy
525,24,704,93,0.61,Dummy
544,103,680,222,0.34,Dummy
523,24,704,70,0.29,Dummy
524,23,704,91,0.59,Dummy
544,103,680,222,0.33,Dummy
216,467,309,544,0.29,Dummy
0,632,78,672,0.26,Dummy
524,24,704,91,0.6,Dummy
555,104,681,220,0.34,Dummy
523,24,704,68,0.3,Dummy
525,24,704,93,0.6,Dummy
544,104,680,220,0.36,Dummy
524,24,704,69,0.26,Dummy
524,24,704,93,0.57,Dummy
0,632,77,673,0.44,Dummy
216,466,307,541,0.36,Dummy
543,103,679,220,0.31,Dummy
524,23,704,93,0.58,Dummy
546,103,680,222,0.3,Dummy
223,467,307,540,0.28,Dummy
524,24,704,93,0.6,Dummy
535,103,680,226,0.32,Dummy
524,23,704,90,0.56,Dummy
538,103,679,220,0.34,Dummy
524,23,704,91,0.56,Dummy
541,103,680,219,0.39,Dummy
524,23,704,92,0.58,Dummy
543,103,680,217,0.42,Dummy
524,23,704,92,0.58,Dummy
533,103,680,220,0.4,Dummy
525,23,704,92,0.56,Dummy
536,103,680,228,0.3,Dummy
524,23,704,93,0.53,Dummy
0,632,78,673,0.35,Dummy
532,103,680,217,0.28,Dummy
524,23,704,92,0.57,Dummy
0,633,80,672,0.35,Dummy
524,23,704,92,0.56,Dummy
0,633,77,673,0.31,Dummy
524,23,704,95,0.51,Dummy
524,23,704,92,0.56,Dummy
0,633,77,673,0.44,Dummy
525,23,704,92,0.56,Dummy
524,23,704,93,0.59,Dummy
0,633,78,673,0.43,Dummy
524,24,704,91,0.57,Dummy
0,633,78,673,0.33,Dummy
524,23,704,93,0.57,Dummy
524,24,704,90,0.58,Dummy
0,633,75,672,0.33,Dummy
215,469,308,544,0.3,Dummy
523,24,704,70,0.26,Dummy
525,24,704,88,0.57,Dummy
523,24,704,68,0.26,Dummy
524,23,704,89,0.56,Dummy
0,632,79,672,0.39,Dummy
525,23,704,90,0.55,Dummy
524,24,704,85,0.56,Dummy
525,23,701,109,0.26,Dummy
524,24,704,86,0.56,Dummy
0,633,78,672,0.26,Dummy
525,24,704,85,0.54,Dummy
525,24,704,86,0.56,Dummy
524,24,704,67,0.27,Dummy
524,23,704,88,0.54,Dummy
0,633,79,672,0.34,Dummy
218,469,309,544,0.27,Dummy
524,23,704,88,0.52,Dummy
524,23,704,88,0.54,Dummy
524,24,704,92,0.57,Dummy
0,632,78,672,0.28,Dummy
214,468,309,545,0.27,Dummy
525,24,704,92,0.55,Dummy
524,24,704,89,0.55,Dummy
220,469,309,542,0.28,Dummy
524,24,704,91,0.55,Dummy
524,23,704,90,0.54,Dummy
0,633,78,672,0.28,Dummy
524,23,704,91,0.54,Dummy
215,468,309,545,0.35,Dummy
524,24,704,91,0.54,Dummy
0,633,79,672,0.33,Dummy
525,23,704,88,0.5,Dummy
0,634,75,672,0.42,Dummy
525,23,704,90,0.52,Dummy
0,632,79,672,0.29,Dummy
524,24,704,89,0.57,Dummy
0,632,79,673,0.4,Dummy
216,467,308,543,0.36,Dummy
52,63,139,105,0.51,Car
515,23,703,79,0.4,Dummy
409,29,618,83,0.39,Dummy
40,45,269,124,0.32,Dummy
300,32,507,72,0.59,Dummy
466,437,691,526,0.58,Dummy
67,105,250,191,0.33,Dummy
133,283,196,300,0.26,Dummy
365,427,579,521,0.52,Dummy
198,33,399,66,0.41,Dummy
0,38,31,63,0.32,Dummy
266,439,478,519,0.46,Dummy
166,408,391,519,0.36,Dummy
149,440,375,520,0.54,Dummy
338,51,458,81,0.28,Car
174,163,207,250,0.27,AnotherCar
48,442,267,524,0.56,Dummy
473,87,704,179,0.53,Dummy
494,105,704,190,0.63,Dummy
550,53,704,149,0.6,Dummy
553,51,704,153,0.47,Dummy
551,51,704,154,0.43,Dummy
552,51,704,154,0.38,Dummy
506,39,704,149,0.44,Dummy
0,173,211,237,0.38,Dummy
487,55,704,151,0.35,Dummy
368,50,704,154,0.29,Dummy
0,86,139,188,0.28,Dummy
437,22,704,142,0.38,Dummy
0,103,281,194,0.3,Dummy
271,0,292,17,0.36,Car
272,0,292,17,0.38,Car
271,0,291,17,0.39,Car
272,0,292,17,0.36,Car
271,0,291,17,0.41,Car
271,0,291,17,0.41,Car
272,0,292,17,0.4,Car
0,30,278,141,0.28,Dummy
0,9,192,135,0.49,Dummy
443,55,538,87,0.31,Dummy
608,31,703,109,0.34,Dummy
588,20,704,112,0.5,Dummy
595,25,703,109,0.4,Dummy
595,26,703,109,0.48,Dummy
595,22,703,109,0.49,Dummy
595,25,703,109,0.41,Dummy
593,25,704,111,0.45,Dummy
594,24,704,111,0.43,Dummy
595,25,703,109,0.41,Dummy
595,24,703,109,0.42,Dummy
595,26,703,108,0.52,Dummy
595,25,703,109,0.35,Dummy
589,39,704,118,0.68,Dummy
593,28,704,105,0.29,Dummy
321,56,416,93,0.58,Dummy
433,15,542,110,0.27,Dummy
432,45,538,104,0.26,Dummy
644,23,703,101,0.6,Dummy
72,20,176,105,0.4,Dummy
69,18,175,104,0.29,Dummy
69,18,180,102,0.48,Dummy
0,0,143,103,0.45,Dummy
0,7,193,106,0.38,Dummy
0,6,288,115,0.31,Dummy
0,49,269,137,0.28,Dummy
476,0,704,99,0.29,Dummy
0,81,183,187,0.56,Dummy
87,91,209,187,0.27,Dummy
87,92,208,187,0.27,Dummy
539,45,704,135,0.35,Dummy
113,87,357,184,0.35,Dummy
325,89,553,182,0.44,Dummy
90,35,243,80,0.26,Dummy
19,112,174,159,0.26,Dummy
434,86,655,182,0.48,Dummy
201,40,346,79,0.28,Dummy
119,118,273,164,0.26,Dummy
0,91,116,232,0.71,Dummy
1,13,136,56,0.66,Dummy
301,39,437,80,0.45,Dummy
500,0,546,20,0.36,AnotherCar
0,91,126,241,0.44,Dummy
262,120,388,149,0.31,Car
353,37,494,76,0.59,Dummy
466,34,617,72,0.61,Dummy
107,27,320,67,0.46,Dummy
564,91,704,174,0.3,Dummy
219,32,424,64,0.43,Dummy
0,35,63,60,0.38,Dummy
322,31,522,78,0.51,Dummy
424,25,618,69,0.7,Dummy
92,266,170,285,0.35,Dummy
425,23,617,119,0.27,Dummy
453,24,632,71,0.73,Dummy
104,216,191,284,0.47,Dummy
454,23,629,125,0.35,Dummy
637,153,678,242,0.27,AnotherCar
453,24,633,69,0.73,Dummy
103,216,190,284,0.36,Dummy
454,23,631,123,0.33,Dummy
453,24,633,71,0.72,Dummy
454,23,630,120,0.33,Dummy
636,154,677,243,0.26,AnotherCar
455,24,635,69,0.69,Dummy
112,231,187,285,0.36,Dummy
195,47,387,100,0.3,Dummy
654,21,703,54,0.73,Dummy
1,43,60,71,0.34,Dummy
309,47,492,97,0.29,Dummy
111,60,164,83,0.78,Dummy
154,101,226,125,0.75,Dummy
410,42,597,98,0.41,Dummy
602,134,704,259,0.29,Dummy
56,129,163,160,0.82,Dummy
252,102,332,127,0.72,Dummy
53,128,165,198,0.62,Dummy
215,60,269,83,0.6,Dummy
513,35,704,105,0.34,Dummy
507,267,586,285,0.31,Dummy
652,282,703,302,0.3,Dummy
356,102,428,126,0.77,Dummy
624,41,703,83,0.73,Dummy
159,135,257,162,0.72,Dummy
321,62,366,84,0.7,Dummy
156,134,267,200,0.44,Dummy
397,60,455,85,0.77,Dummy
246,135,350,164,0.72,Dummy
437,100,516,126,0.69,Dummy
246,134,352,198,0.6,Dummy
359,136,468,163,0.79,Dummy
553,93,632,121,0.79,Dummy
512,59,569,82,0.68,Dummy
357,134,474,193,0.68,Dummy
662,89,704,112,0.83,Dummy
457,131,563,163,0.79,Dummy
619,50,680,72,0.71,Dummy
455,131,564,192,0.64,Dummy
568,125,696,169,0.7,Dummy
566,123,704,194,0.61,Dummy
0,74,223,162,0.27,Dummy
118,85,306,162,0.26,Dummy
0,137,184,234,0.26,Dummy
530,137,704,268,0.71,Dummy
262,81,332,116,0.45,Dummy
529,72,704,153,0.42,Dummy
1,56,217,141,0.35,Dummy
364,80,437,118,0.57,Dummy
468,73,538,115,0.3,Dummy
573,66,643,109,0.26,Dummy
649,59,703,104,0.67,Dummy
649,61,703,104,0.67,Dummy
597,47,703,83,0.28,Dummy
243,0,457,61,0.26,Dummy
349,0,563,54,0.43,Dummy
454,0,690,38,0.64,Dummy
